"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"SE11c.2","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people proceeded against by police","Number","","Aboriginal and Torres Strait Islander young people","Proceeded against twice","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","475","np","601","np","48","np","12","127","np"
"SE11c.2","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people proceeded against by police","Number","","Aboriginal and Torres Strait Islander young people","Proceeded against three or more times","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","924","np","1393","np","144","np","15","180","np"
"SE11c.2","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Non-Indigenous people","Young people proceeded against by police","Number","","Non-Indigenous young people","Proceeded against once","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","7223","np","4974","np","1287","np","188","31","np"
"SE11c.2","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Non-Indigenous people","Young people proceeded against by police","Number","","Non-Indigenous young people","Proceeded against twice","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","1531","np","1114","np","210","np","28","5","np"
"SE11c.2","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Non-Indigenous people","Young people proceeded against by police","Number","","Non-Indigenous young people","Proceeded against three or more times","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","2179","np","1144","np","258","np","36","15","np"
"SE11c.2","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Unknown Indigenous status","Young people proceeded against by police","Number","","Indigenous status not stated","Proceeded against once","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","1529","np","186","np","15","np","0","0","np"
"SE11c.2","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Unknown Indigenous status","Young people proceeded against by police","Number","","Indigenous status not stated","Proceeded against twice","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","120","np","0","np","3","np","0","0","np"
"SE11c.2","2019-20","Alleged young offenders involved in police proceedings","10-17 years old","All people","Unknown Indigenous status","Young people proceeded against by police","Number","","Indigenous status not stated","Proceeded against three or more times","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","48","np","0","np","8","np","0","0","np"
"SE11c.2","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people proceeded against by police","Proportion","","Aboriginal and Torres Strait Islander young people","Proceeded against once","10-17 years old","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","41.6","np","43.5","np","51.0","np","43.6","49.2","np"
"SE11c.2","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people proceeded against by police","Proportion","","Aboriginal and Torres Strait Islander young people","Proceeded against twice","10-17 years old","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","18.7","np","16.9","np","19.3","np","20.5","21.8","np"
"SE11c.2","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people proceeded against by police","Proportion","","Aboriginal and Torres Strait Islander young people","Proceeded against three or more times","10-17 years old","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","39.5","np","39.5","np","29.3","np","30.8","30.3","np"
"SE11c.2","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Non-Indigenous people","Young people proceeded against by police","Proportion","","Non-Indigenous young people","Proceeded against once","10-17 years old","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","65.6","np","68.7","np","72.9","np","73.0","62.0","np"
"SE11c.2","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Non-Indigenous people","Young people proceeded against by police","Proportion","","Non-Indigenous young people","Proceeded against twice","10-17 years old","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","14.8","np","14.9","np","14.5","np","16.8","20.0","np"
"SE11c.2","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Non-Indigenous people","Young people proceeded against by police","Proportion","","Non-Indigenous young people","Proceeded against three or more times","10-17 years old","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","19.6","np","16.4","np","12.6","np","9.0","14.0","np"
"SE11c.2","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Unknown Indigenous status","Young people proceeded against by police","Proportion","","Indigenous status not stated","Proceeded against once","10-17 years old","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","91.1","np","98.4","np","80.8","np","..","100.0","np"
"SE11c.2","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Unknown Indigenous status","Young people proceeded against by police","Proportion","","Indigenous status not stated","Proceeded against twice","10-17 years old","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","5.7","np","1.2","np","10.6","np","..","0","np"
"SE11c.2","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Unknown Indigenous status","Young people proceeded against by police","Proportion","","Indigenous status not stated","Proceeded against three or more times","10-17 years old","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","3.3","np","0","np","8.7","np","..","0","np"
"SE11c.2","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people proceeded against by police","Number","","Aboriginal and Torres Strait Islander young people","Proceeded against once","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","985","np","1576","np","293","np","17","314","np"
"SE11c.2","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people proceeded against by police","Number","","Aboriginal and Torres Strait Islander young people","Proceeded against twice","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","443","np","611","np","111","np","8","139","np"
"SE11c.2","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people proceeded against by police","Number","","Aboriginal and Torres Strait Islander young people","Proceeded against three or more times","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","934","np","1429","np","168","np","12","193","np"
"SE11c.2","2018-19","Alleged young offenders involved in police proceedings","10-17 years old","All people","Non-Indigenous people","Young people proceeded against by police","Number","","Non-Indigenous young people","Proceeded against once","10-17 years old","","","ABS (unpublished) Recorded Crime - Offenders","no.","7058","np","5294","np","1375","np","187","31","np"
