"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","CS_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"8A.20","2021-22","Real net operating expenditure","Adults","All people","All people","Prison","2023-24 dollars","Real net operating expenditure; per day","Per prisoner","including periodic detainees","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","314.58","447.95","264.05","325.97","247.17","473.98","573.16","246.70","323.35"
"8A.20","2021-22","Real net operating expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Real net operating expenditure; per day","Per offender","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","20.68","73.75","21.80","38.44","25.03","25.87","69.49","67.97","30.09"
"8A.20","2020-21","Real net operating expenditure","Adults","All people","All people","Prison","2023-24 dollars","Real net operating expenditure; per day","Per prisoner","including periodic detainees","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","288.32","426.19","233.79","320.65","248.27","434.11","507.31","264.20","304.99"
"8A.20","2020-21","Real net operating expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Real net operating expenditure; per day","Per offender","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","18.37","77.96","22.16","38.08","29.86","26.34","48.62","70.28","29.64"
"8A.20","2019-20","Real net operating expenditure","Adults","All people","All people","Prison","2023-24 dollars","Real net operating expenditure; per day","Per prisoner","including periodic detainees","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","249.00","369.24","235.24","295.29","269.64","382.01","480.10","261.07","282.16"
"8A.20","2019-20","Real net operating expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Real net operating expenditure; per day","Per offender","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","21.98","53.47","19.61","38.41","26.53","24.76","43.65","65.53","28.60"
"8A.20","2018-19","Real net operating expenditure","Adults","All people","All people","Prison","2023-24 dollars","Real net operating expenditure; per day","Per prisoner","including periodic detainees","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","229.59","369.65","219.94","277.51","283.81","363.16","349.55","245.72","269.05"
"8A.20","2018-19","Real net operating expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Real net operating expenditure; per day","Per offender","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","29.56","46.84","16.99","33.34","28.64","24.00","47.63","57.58","29.94"
"8A.20","2017-18","Real net operating expenditure","Adults","All people","All people","Prison","2023-24 dollars","Real net operating expenditure; per day","Per prisoner","including periodic detainees","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","216.49","385.51","216.14","287.15","272.23","363.26","399.86","245.96","266.63"
"8A.20","2017-18","Real net operating expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Real net operating expenditure; per day","Per offender","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","26.64","38.57","16.42","39.06","24.79","19.10","43.77","58.48","27.65"
"8A.20","2016-17","Real net operating expenditure","Adults","All people","All people","Prison","2023-24 dollars","Real net operating expenditure; per day","Per prisoner","including periodic detainees","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","209.20","368.18","221.64","286.67","253.99","359.00","382.79","247.64","260.47"
"8A.20","2016-17","Real net operating expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Real net operating expenditure; per day","Per offender","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","25.92","35.08","14.95","46.85","20.00","17.00","41.74","56.81","26.20"
"8A.20","2015-16","Real net operating expenditure","Adults","All people","All people","Prison","2023-24 dollars","Real net operating expenditure; per day","Per prisoner","including periodic detainees","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","203.83","353.88","216.43","305.83","238.65","380.79","399.95","242.81","256.63"
"8A.20","2015-16","Real net operating expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Real net operating expenditure; per day","Per offender","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","26.40","31.25","15.50","51.08","21.73","16.10","45.76","59.56","26.24"
"8A.20","2014-15","Real net operating expenditure","Adults","All people","All people","Prison","2023-24 dollars","Real net operating expenditure; per day","Per prisoner","including periodic detainees","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","226.01","329.32","213.81","335.86","229.92","403.06","391.14","249.04","264.61"
"8A.20","2014-15","Real net operating expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Real net operating expenditure; per day","Per offender","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","30.74","31.78","17.34","60.68","22.04","16.61","42.51","53.83","28.62"
"8A.21","2023-24","Completion of community corrections orders","Adults","Males","All people","Community correction","","Completion of community corrections orders","Male","","","","Derived from State and territory governments (unpublished)","%","79.1","59.4","75.8","66.2","65.5","70.1","87.0","69.6","75.9"
"8A.21","2023-24","Completion of community corrections orders","Adults","Females","All people","Community correction","","Completion of community corrections orders","Female","","","","Derived from State and territory governments (unpublished)","%","82.9","59.2","86.4","66.2","62.1","73.4","89.4","77.0","79.9"
"8A.21","2023-24","Completion of community corrections orders","Adults","All people","Aboriginal and Torres Strait Islander people","Community correction","","Completion of community corrections orders","Aboriginal and Torres Strait Islander","","","","Derived from State and territory governments (unpublished)","%","71.1","42.9","69.4","55.4","57.8","64.0","87.6","68.7","68.6"
"8A.21","2023-24","Completion of community corrections orders","Adults","All people","Non-Indigenous people","Community correction","","Completion of community corrections orders","Non-Indigenous","","","","Derived from State and territory governments (unpublished)","%","83.3","61.1","83.1","74.4","66.9","72.1","87.5","82.7","80.1"
"8A.21","2023-24","Completion of community corrections orders","Adults","All people","All people","Community correction","","Completion of community corrections orders","Restricted movement orders","","","","Derived from State and territory governments (unpublished)","%","80.0","..","..","46.1","76.7","76.6","..","90.0","72.7"
"8A.21","2023-24","Completion of community corrections orders","Adults","All people","All people","Community correction","","Completion of community corrections orders","Reparation orders","","","","Derived from State and territory governments (unpublished)","%","79.7","61.1","78.5","61.4","78.7","62.8","92.4","66.7","76.3"
"8A.21","2023-24","Completion of community corrections orders","Adults","All people","All people","Community correction","","Completion of community corrections orders","Supervision orders","","","","Derived from State and territory governments (unpublished)","%","79.7","58.9","78.4","67.7","68.0","73.5","87.4","71.1","77.1"
"8A.21","2023-24","Completion of community corrections orders","Adults","All people","All people","Community correction","","Completion of community corrections orders","All orders","","","","Derived from State and territory governments (unpublished)","%","79.7","59.3","78.4","66.2","72.2","70.8","87.5","70.7","76.9"
"8A.21","2022-23","Completion of community corrections orders","Adults","All people","All people","Community correction","","Completion of community corrections orders","All orders","","","","Derived from State and territory governments (unpublished)","%","78.4","53.1","80.1","69.2","72.2","80.9","83.8","73.7","76.3"
"8A.21","2021-22","Completion of community corrections orders","Adults","All people","All people","Community correction","","Completion of community corrections orders","All orders","","","","Derived from State and territory governments (unpublished)","%","80.8","52.6","83.3","72.4","71.4","81.8","83.0","74.1","78.6"
